time,A,B,C
5/2/2015 0:00,766.9810181,2529.586914,713.1957397
5/2/2015 0:15,743.4641724,2496.311035,691.8757324
5/2/2015 0:30,738.1661377,2455.207275,682.4689941
5/2/2015 0:45,733.7263184,2444.978516,682.4689941
5/2/2015 1:00,730.4177246,2323.955322,682.4689941
5/2/2015 1:15,724.0610962,2287.768311,667.3983765
5/2/2015 1:30,721.0160522,2259.81958,641.4076538
5/2/2015 1:45,721.0160522,2241.214111,600.0648804
5/2/2015 2:00,729.288208,2211.056641,583.2697754
5/2/2015 2:15,747.8912354,2140.884033,561.8435059
5/2/2015 2:30,747.8912354,2111.70874,518.9512329
5/2/2015 2:45,747.8912354,2039.939941,515.8317871
5/2/2015 3:00,727.8200684,2039.939941,511.3684998
5/2/2015 3:15,726.7138062,2036.944336,489.0100708
5/2/2015 3:30,726.7138062,2014.964111,489.0100708
5/2/2015 3:45,726.7138062,1977.383789,483.5586243
5/2/2015 4:00,730.3202515,1921.813965,454.2798767
5/2/2015 4:15,752.1802979,1920.776123,424.4010925
5/2/2015 4:30,764.8145752,1950.767822,398.8248596
5/2/2015 4:45,832.15448,1938.092407,388.2912598
5/2/2015 5:00,875.3842163,1900.991211,388.2912598
5/2/2015 5:15,903.5388184,1941.506836,387.2207947
5/2/2015 5:30,923.2840576,1941.506836,389.5896912
5/2/2015 5:45,939.7341919,1941.506836,391.8545227
5/2/2015 6:00,947.4467773,1966.16272,391.8545227
5/2/2015 6:15,968.5706787,2025.075317,391.8545227
5/2/2015 6:30,975.3695068,2155.476318,393.7710571
5/2/2015 6:45,1025.922974,2167.661865,417.5847473
5/2/2015 7:00,1056.175171,2346.299316,441.021698
5/2/2015 7:15,1076.244019,2413.700439,441.9025269
5/2/2015 7:30,1108.738037,2509.830566,535.7662354
5/2/2015 7:45,1108.738037,2733.009033,601.843811
5/2/2015 8:00,1108.738037,2856.024902,621.6937866
5/2/2015 8:15,1058.839355,2908.872314,638.9025269
5/2/2015 8:30,1038.37207,3108.036621,722.7790527
5/2/2015 8:45,1032.424561,3137.097656,737.397522
5/2/2015 9:00,1032.424561,3172.713135,781.078125
5/2/2015 9:15,1036.385376,3355.01001,790.8404541
5/2/2015 9:30,1041.287842,3395.968018,811.3508301
5/2/2015 9:45,1046.684814,3475.151611,879.1665039
5/2/2015 10:00,1046.684814,3535.167236,974.8059082
5/2/2015 10:15,1042.808838,3538.496094,1044.740356
5/2/2015 10:30,1041.287842,3627.496582,1130.469727
5/2/2015 10:45,1001.025391,3627.496582,1144.135742
5/2/2015 11:00,987.6217041,3640.830322,1162.355591
5/2/2015 11:15,985.8228149,3639.000977,1278.869141
5/2/2015 11:30,976.5124512,3597.095703,1313.783813
5/2/2015 11:45,976.5124512,3609.557861,1313.783813
5/2/2015 12:00,978.0969849,3609.557861,1278.869141
5/2/2015 12:15,972.9868164,3588.578125,1332.469604
5/2/2015 12:30,978.0969849,3574.589111,1256.745605
5/2/2015 12:45,956.8139038,3466.703125,1256.745605
5/2/2015 13:00,970.5719604,3397.878662,1332.469604
5/2/2015 13:15,960.890686,3341.023926,1354.681641
5/2/2015 13:30,958.8594971,3363.401367,1403.737305
5/2/2015 13:45,936.0016479,3313.96875,1418.398315
5/2/2015 14:00,932.1988525,3300.600098,1451.947632
5/2/2015 14:15,919.9741821,3267.739746,1451.947632
5/2/2015 14:30,912.944519,3260.064697,1451.947632
5/2/2015 14:45,912.944519,3235.244873,1324.008545
5/2/2015 15:00,917.5195313,3241.949463,1243.035645
5/2/2015 15:15,922.977356,3200.215576,1243.035645
5/2/2015 15:30,942.8308105,3200.215576,1243.035645
5/2/2015 15:45,942.8308105,3200.215576,1284.409546
5/2/2015 16:00,945.0546265,3168.393555,1408.762085
5/2/2015 16:15,931.8147583,3151.646729,1408.762085
5/2/2015 16:30,904.8602905,3116.185791,1409.716064
5/2/2015 16:45,904.8602905,3104.807129,1352.9198
5/2/2015 17:00,899.9641724,3062.810059,1332.643921
5/2/2015 17:15,899.9641724,3035.555664,1247.59082
5/2/2015 17:30,910.1289063,3035.555664,1232.579834
5/2/2015 17:45,911.4282227,3084.150879,1201.851563
5/2/2015 18:00,910.1289063,3092.859375,1179.674194
5/2/2015 18:15,911.3599854,3092.859375,1149.674805
5/2/2015 18:30,906.9620361,3084.150879,1149.674805
5/2/2015 18:45,905.1320801,3057.122314,1149.674805
5/2/2015 19:00,892.2213745,3051.779541,1110.046875
5/2/2015 19:15,857.9708252,3051.779541,1149.674805
5/2/2015 19:30,856.5863647,3018.863525,1141.389893
5/2/2015 19:45,854.015564,3007.627197,1141.389893
5/2/2015 20:00,854.2125854,2982.768066,1201.444946
5/2/2015 20:15,851.9049683,2957.484619,1228.117188
5/2/2015 20:30,851.9049683,2934.780518,1234.140991
5/2/2015 20:45,842.8728638,2926.909912,1267.941528
5/2/2015 21:00,855.2828979,2911.387939,1338.033081
5/2/2015 21:15,837.0854492,2871.659424,1338.033081
5/2/2015 21:30,816.0062866,2821.80835,1350.315186
5/2/2015 21:45,808.2978516,2799.428955,1350.315186
5/2/2015 22:00,786.3082275,2758.997803,1338.033081
5/2/2015 22:15,785.1068726,2713.275391,1289.695801
5/2/2015 22:30,774.7999878,2685.84082,1259.062866
5/2/2015 22:45,749.2670288,2685.84082,1223.325439
5/2/2015 23:00,741.3619995,2648.164063,1223.325439
5/2/2015 23:15,741.3619995,2587.738525,1223.325439
5/2/2015 23:30,737.3328247,2588.916748,1223.325439
5/2/2015 23:45,735.1688843,2554.676758,1209.283936
5/3/2015 0:00,731.574585,2489.146973,1151.243652
5/3/2015 0:15,731.3468628,2472.214844,1106.213501
5/3/2015 0:30,693.946167,2406.367188,1106.213501
5/3/2015 0:45,693.1306763,2386.880859,1072.897339
5/3/2015 1:00,688.067688,2312.380371,1017.469543
5/3/2015 1:15,688.0813599,2256.741211,957.2985229
5/3/2015 1:30,693.1306763,2226.788574,935.0927734
5/3/2015 1:45,693.3901367,2140.628662,917.8934937
5/3/2015 2:00,694.2059326,2092.949463,900.0343018
5/3/2015 2:15,696.7539063,2077.593262,896.9797363
5/3/2015 2:30,697.8162231,2056.200928,894.7628174
5/3/2015 2:45,697.8162231,2042.461914,883.2163086
5/3/2015 3:00,696.7539063,2039.993286,818.7970581
5/3/2015 3:15,696.7539063,2024.173828,818.7970581
5/3/2015 3:30,693.3901367,1917.589478,814.1884155
5/3/2015 3:45,701.3327637,1901.64624,777.680481
5/3/2015 4:00,704.390625,1887.983276,754.1776123
5/3/2015 4:15,713.5462646,1887.983276,729.645813
5/3/2015 4:30,718.694397,1888.75415,729.0384521
5/3/2015 4:45,751.3135376,1931.173096,707.2885742
5/3/2015 5:00,834.9141846,1931.173096,729.0384521
5/3/2015 5:15,882.6098633,1931.173096,732.0930176
5/3/2015 5:30,887.2077637,1931.367798,737.4637451
5/3/2015 5:45,888.5004272,1943.42334,726.1587524
5/3/2015 6:00,898.0197754,1943.42334,732.274353
5/3/2015 6:15,898.0197754,1989.027954,732.274353
5/3/2015 6:30,921.7559204,2090.737793,743.3427734
5/3/2015 6:45,961.0529175,2139.303223,835.8656616
5/3/2015 7:00,999.411377,2225.5896,861.7593994
5/3/2015 7:15,1030.897095,2363.096436,876.6947021
5/3/2015 7:30,1041.224731,2456.671143,944.5188599
5/3/2015 7:45,1041.224731,2492.534668,1060.158203
5/3/2015 8:00,1033.016479,2715.550781,1245.045654
5/3/2015 8:15,1032.253174,2766.101807,1335.230957
5/3/2015 8:30,1023.521912,2939.474121,1432.467651
5/3/2015 8:45,998.9100952,3064.524902,1552.379028
5/3/2015 9:00,989.3642578,3221.825684,1612.611816
5/3/2015 9:15,989.5794678,3348.293701,1618.874512
5/3/2015 9:30,989.5794678,3435.366455,1619.843506
5/3/2015 9:45,989.5794678,3509.349121,1619.843506
5/3/2015 10:00,989.5794678,3538.496094,1642.773438
5/3/2015 10:15,1013.987793,3645.675293,1642.773438
5/3/2015 10:30,1013.987793,3678.748291,1604.779419
5/3/2015 10:45,991.1834106,3689.893799,1604.779419
5/3/2015 11:00,977.0509644,3704.97876,1638.105957
5/3/2015 11:15,952.0514526,3678.309814,1601.292603
5/3/2015 11:30,945.7196655,3665.525146,1598.417603
5/3/2015 11:45,938.9118652,3498.870361,1552.653931
5/3/2015 12:00,926.2669067,3445.734375,1552.653931
5/3/2015 12:15,929.0355225,3369.712646,1513.712524
5/3/2015 12:30,931.5291138,3355.434326,1488.271362
5/3/2015 12:45,931.5291138,3355.434326,1477.165405
5/3/2015 13:00,936.3061523,3344.108398,1485.941284
5/3/2015 13:15,936.3061523,3282.718994,1464.143921
5/3/2015 13:30,936.3061523,3209.859619,1376.353027
5/3/2015 13:45,932.6605835,3221.49585,1451.146851
5/3/2015 14:00,927.9240723,3175.747314,1341.572998
5/3/2015 14:15,923.5474243,3150.15918,1334.907959
5/3/2015 14:30,928.2616577,3099.229736,1334.907959
5/3/2015 14:45,928.2616577,3058.069092,1300.551392
5/3/2015 15:00,922.5726318,3027.956543,1281.876099
5/3/2015 15:15,925.0407715,3018.575195,1281.876099
5/3/2015 15:30,926.0089722,3017.174805,1269.874756
5/3/2015 15:45,933.6347656,3027.956543,1263.0979
5/3/2015 16:00,942.5447998,3017.527588,1257.717285
5/3/2015 16:15,948.4688721,3006.783203,1256.955933
5/3/2015 16:30,947.0133057,3019.67627,1243.274048
5/3/2015 16:45,947.0133057,3026.361816,1211.564941
5/3/2015 17:00,935.4025879,2999.365479,1211.506104
5/3/2015 17:15,951.1135864,2986.018066,1209.459961
5/3/2015 17:30,947.0430908,2975.849365,1174.289673
5/3/2015 17:45,952.5887451,2901.16333,1174.289673
5/3/2015 18:00,962.7078247,2894.862305,1167.514404
5/3/2015 18:15,966.8344727,2894.862305,1167.514404
5/3/2015 18:30,972.6720581,2919.710693,1167.514404
5/3/2015 18:45,971.9609375,2950.55835,1171.362061
5/3/2015 19:00,971.9609375,2965.511963,1173.977417
5/3/2015 19:15,920.5276489,2954.50415,1153.142212
5/3/2015 19:30,910.5809326,2957.181396,1150.172974
5/3/2015 19:45,895.460144,2965.696289,1150.172974
5/3/2015 20:00,894.1695557,2965.696289,1150.172974
5/3/2015 20:15,888.430603,2965.696289,1128.371582
5/3/2015 20:30,888.430603,2965.696289,1134.558472
5/3/2015 20:45,875.9910889,2952.582031,1142.208618
5/3/2015 21:00,865.3226318,2944.104736,1121.417236
5/3/2015 21:15,865.3226318,2944.104736,1142.208618
5/3/2015 21:30,806.0702515,2944.650879,1175.622925
5/3/2015 21:45,791.2391968,2940.411133,1142.208618
5/3/2015 22:00,751.5897827,2925.57373,1148.724609
5/3/2015 22:15,745.2607422,2802.143066,1148.724609
5/3/2015 22:30,724.4568481,2757.159668,1107.007446
5/3/2015 22:45,719.357666,2673.467529,1082.653809
5/3/2015 23:00,705.6000977,2623.807617,1073.909424
5/3/2015 23:15,705.6000977,2591.036133,1068.988281
5/3/2015 23:30,708.68396,2573.575195,1026.542725
5/3/2015 23:45,708.1846313,2412.626709,921.8724365
5/4/2015 0:00,705.4425659,2359.80127,881.9519043
5/4/2015 0:15,693.4729614,2301.764648,877.1325684
5/4/2015 0:30,691.3497314,2236.288818,858.7540894
5/4/2015 0:45,690.1696167,2208.094971,846.5597534
5/4/2015 1:00,683.1564331,2194.58374,825.0067139
5/4/2015 1:15,682.9926758,2078.321533,742.4343872
5/4/2015 1:30,682.9926758,2029.863525,695.8000488
5/4/2015 1:45,682.9926758,1940.474731,663.1799316
5/4/2015 2:00,685.2188721,1915.190308,660.1343994
5/4/2015 2:15,686.3327026,1900.112183,660.1343994
5/4/2015 2:30,727.2109985,1880.05481,658.5651855
5/4/2015 2:45,759.8966675,1870.90979,650.1929321
5/4/2015 3:00,772.4099121,1866.923218,629.0154419
5/4/2015 3:15,772.4099121,1866.923218,575.7354126
5/4/2015 3:30,786.3417358,1911.151245,554.2368774
5/4/2015 3:45,786.3417358,1929.919556,554.2368774
5/4/2015 4:00,817.7420654,2024.675537,547.0344849
5/4/2015 4:15,828.3934326,2047.918701,547.0344849
5/4/2015 4:30,937.7858887,2077.943359,562.0588379
5/4/2015 4:45,946.7854614,2155.022217,564.4119873
5/4/2015 5:00,996.8811035,2225.250244,552.8989868
5/4/2015 5:15,1019.406982,2330.02417,564.4119873
5/4/2015 5:30,1030.833496,2351.038574,579.597168
5/4/2015 5:45,1037.024902,2387.870605,594.4174805
5/4/2015 6:00,1096.668457,2433.628906,600.24646
5/4/2015 6:15,1136.649048,2480.636475,620.6307983
5/4/2015 6:30,1136.649048,2629.603271,622.0229492
5/4/2015 6:45,1136.649048,2831.637451,738.4884033
5/4/2015 7:00,1117.619507,2992.850586,800.9956055
5/4/2015 7:15,1082.38562,3100.97876,836.9909058
5/4/2015 7:30,1044.462402,3150.064941,854.5979614
5/4/2015 7:45,1033.273315,3165.566406,1104.088013
5/4/2015 8:00,1033.273315,3449.314941,1136.427124
5/4/2015 8:15,1029.962036,3556.479004,1168.215088
5/4/2015 8:30,1033.421997,3626.829102,1241.529663
5/4/2015 8:45,1023.118958,3631.043457,1418.187012
5/4/2015 9:00,1037.386841,3742.118652,1535.666016
5/4/2015 9:15,1017.885315,3761.734619,1535.666016
5/4/2015 9:30,1017.885315,3778.27417,1535.666016
5/4/2015 9:45,973.9898071,3787.379639,1489.850952
5/4/2015 10:00,973.9898071,3769.912354,1459.575073
5/4/2015 10:15,964.4033813,3764.709961,1458.680054
5/4/2015 10:30,964.4033813,3746.81665,1458.680054
5/4/2015 10:45,973.0231934,3740.843262,1464.830078
5/4/2015 11:00,977.8984375,3725.209473,1484.176514
5/4/2015 11:15,977.8984375,3659.95752,1484.176514
5/4/2015 11:30,977.8984375,3622.234375,1472.842407
5/4/2015 11:45,967.9562378,3579.815674,1359.433472
5/4/2015 12:00,959.9907837,3603.366211,1357.10376
5/4/2015 12:15,951.8204346,3603.366211,1357.10376
5/4/2015 12:30,938.4622803,3544.616699,1424.302124
5/4/2015 12:45,928.4147949,3542.570068,1424.302124
5/4/2015 13:00,928.4147949,3504.357666,1424.302124
5/4/2015 13:15,911.5299683,3443.814209,1272.424927
5/4/2015 13:30,911.7983398,3304.503662,1206.940796
5/4/2015 13:45,930.5431519,3240.722168,1206.940796
5/4/2015 14:00,938.3126831,3205.419434,1206.940796
5/4/2015 14:15,934.2850952,3199.323242,1173.853516
5/4/2015 14:30,936.078064,3189.23584,1173.14917
5/4/2015 14:45,940.9389648,3173.672852,1138.636108
5/4/2015 15:00,940.9389648,3155.886475,1138.636108
5/4/2015 15:15,940.9389648,3155.886475,1138.636108
5/4/2015 15:30,941.2874756,3104.476318,1141.426392
5/4/2015 15:45,943.8065796,3090.312256,1141.426392
5/4/2015 16:00,943.8065796,3051.502686,1126.610962
5/4/2015 16:15,966.4692383,3027.76709,1114.268555
5/4/2015 16:30,1036.654175,3027.76709,1110.066528
5/4/2015 16:45,1036.654175,3027.76709,1110.066528
5/4/2015 17:00,1036.654175,3001.091553,1134.90625
5/4/2015 17:15,1035.327637,3063.444824,1138.733887
5/4/2015 17:30,1014.836121,3065.629639,1172.299927
5/4/2015 17:45,1014.836121,3063.856689,1172.299927
5/4/2015 18:00,1020.917664,3084.294434,1123.934204
5/4/2015 18:15,1016.960571,3086.47168,1123.934204
5/4/2015 18:30,1028.835693,3086.47168,1118.683838
5/4/2015 18:45,1028.835693,3164.892822,1118.683838
5/4/2015 19:00,1023.875122,3234.050293,1118.683838
5/4/2015 19:15,1028.854492,3234.050293,1150.702393
5/4/2015 19:30,1028.854492,3197.165527,1150.99646
5/4/2015 19:45,1007.472473,3180.458496,1150.99646
5/4/2015 20:00,998.3060913,3180.458496,1136.716064
5/4/2015 20:15,965.197998,3180.458496,1136.716064
5/4/2015 20:30,956.7364502,3193.493164,1136.716064
5/4/2015 20:45,927.2015991,3243.09375,1130.39502
5/4/2015 21:00,917.0986328,3255.407959,1136.716064
5/4/2015 21:15,899.5289917,3233.26123,1130.39502
5/4/2015 21:30,879.2722778,3233.26123,1139.255249
5/4/2015 21:45,876.8662109,3243.09375,1139.255249
5/4/2015 22:00,851.6899414,3205.061768,1151.328491
5/4/2015 22:15,833.1082764,3167.312256,1151.328491
5/4/2015 22:30,819.1985474,3102.723633,1151.328491
5/4/2015 22:45,798.0960083,2956.632568,1151.328491
5/4/2015 23:00,774.975769,2900.15332,1042.290405
5/4/2015 23:15,767.8547974,2847.605225,1009.259888
5/4/2015 23:30,761.0142822,2778.369873,959.7860107
5/4/2015 23:45,761.0142822,2691.415771,951.4108887
5/5/2015 0:00,761.0142822,2593.09082,885.4022217
5/5/2015 0:15,779.3756714,2545.661621,865.2703247
5/5/2015 0:30,779.3756714,2468.439453,808.255188
5/5/2015 0:45,779.3756714,2409.767822,806.2722168
5/5/2015 1:00,746.0664673,2322.401123,790.5861816
5/5/2015 1:15,728.6279907,2237.790039,755.6452026
5/5/2015 1:30,728.6279907,2179.354248,746.2247925
5/5/2015 1:45,737.4449463,2143.26709,720.8815308
5/5/2015 2:00,737.4449463,2120.838379,683.4420776
5/5/2015 2:15,743.0908203,2077.929932,596.6470947
5/5/2015 2:30,750.1359253,2077.465088,591.9198608
5/5/2015 2:45,759.7241211,2070.861084,568.7213745
5/5/2015 3:00,767.0930176,2037.185669,568.7213745
5/5/2015 3:15,774.0079346,1975.107422,542.7248535
5/5/2015 3:30,774.0079346,1939.351685,509.6434326
5/5/2015 3:45,780.8186646,1939.351685,509.6434326
5/5/2015 4:00,787.3912354,1931.536377,507.1057434
5/5/2015 4:15,811.4447632,1951.783936,488.3806152
5/5/2015 4:30,834.6361084,1985.087891,479.4297485
5/5/2015 4:45,922.486145,2051.272705,488.3806152
5/5/2015 5:00,967.6853638,2041.416748,479.4297485
5/5/2015 5:15,1018.815552,2077.943359,487.2772827
5/5/2015 5:30,1070.578125,2102.36084,485.5278015
5/5/2015 5:45,1096.657837,2199.833496,508.0040283
5/5/2015 6:00,1096.657837,2314.501709,508.0040283
5/5/2015 6:15,1091.507813,2397.304688,526.0935669
5/5/2015 6:30,1092.403442,2565.011475,621.2661743
5/5/2015 6:45,1085.388428,2743.80127,720.6599121
5/5/2015 7:00,1085.216187,2860.867432,726.2681274
5/5/2015 7:15,1075.765381,3199.76123,806.6876221
5/5/2015 7:30,1086.758911,3324.071045,898.2722168
5/5/2015 7:45,1063.624146,3328.457764,999.418335
5/5/2015 8:00,1063.624146,3419.058105,1060.143555
5/5/2015 8:15,1024.831177,3475.389404,1251.881714
5/5/2015 8:30,995.2756958,3647.080566,1262.59082
5/5/2015 8:45,987.3844604,3673.062256,1389.870239
5/5/2015 9:00,979.7608032,3687.298584,1456.71936
5/5/2015 9:15,979.7608032,3784.300537,1456.71936
5/5/2015 9:30,968.9281616,3855.060791,1456.71936
5/5/2015 9:45,966.1517944,3855.060791,1456.71936
5/5/2015 10:00,979.7608032,3855.060791,1468.313477
5/5/2015 10:15,974.1508179,3819.660156,1436.131958
5/5/2015 10:30,978.1810913,3787.304443,1481.853271
5/5/2015 10:45,978.1810913,3741.030762,1510.757568
5/5/2015 11:00,983.8378906,3735.523193,1510.757568
5/5/2015 11:15,975.604126,3716.146973,1451.039063
5/5/2015 11:30,963.8461914,3711.06543,1451.039063
5/5/2015 11:45,963.4181519,3703.532715,1409.670044
5/5/2015 12:00,959.8552856,3646.368652,1367.894287
5/5/2015 12:15,959.8552856,3599.496826,1348.804199
5/5/2015 12:30,977.796814,3564.574951,1281.228271
5/5/2015 12:45,988.1936035,3515.064697,1257.501221
5/5/2015 13:00,1017.302429,3483.059082,1281.228271
5/5/2015 13:15,1025.827271,3430.656982,1213.007202
5/5/2015 13:30,1025.827271,3407.596191,1186.577148
5/5/2015 13:45,1020.549011,3367.531494,1189
5/5/2015 14:00,1023.832092,3353.100098,1227.307373
5/5/2015 14:15,1023.832092,3407.845703,1180.60437
5/5/2015 14:30,1024.860718,3381.306885,1136.451904
5/5/2015 14:45,1026.26001,3407.845703,1136.451904
5/5/2015 15:00,1061.850708,3443.625977,1136.451904
5/5/2015 15:15,1091.158936,3443.625977,1081.268066
5/5/2015 15:30,1104.375,3437.735596,1092.818604
5/5/2015 15:45,1104.375,3457.340576,1066.869873
5/5/2015 16:00,1113.4823,3437.735596,1066.869873
5/5/2015 16:15,1113.4823,3408.021973,1037.871582
5/5/2015 16:30,1108.490479,3366.021973,1033.030151
5/5/2015 16:45,1176.750122,3340.887695,1021.733643
5/5/2015 17:00,1176.750122,3340.887695,1037.012451
5/5/2015 17:15,1137.604614,3341.204346,1025.672485
5/5/2015 17:30,1125.248779,3421.608398,1025.672485
5/5/2015 17:45,1126.640015,3421.608398,1003.083008
5/5/2015 18:00,1126.640015,3421.608398,1003.083008
5/5/2015 18:15,1130.814697,3449.091797,1003.083008
5/5/2015 18:30,1131.536621,3438.274658,1029.203125
5/5/2015 18:45,1138.279053,3462.434326,1029.203125
5/5/2015 19:00,1138.279053,3463.438232,1029.203125
5/5/2015 19:15,1138.279053,3473.335205,1020.877747
5/5/2015 19:30,1127.739502,3454.28833,1015.597229
5/5/2015 19:45,1124.807983,3448.712891,1011.093323
5/5/2015 20:00,1109.046265,3413.687744,1011.093323
5/5/2015 20:15,1109.046265,3402.318359,987.0119629
5/5/2015 20:30,1082.395752,3398.734131,987.0119629
5/5/2015 20:45,1065.501831,3413.614258,990.7074585
5/5/2015 21:00,1065.501831,3425.02124,1083.797485
5/5/2015 21:15,1017.095398,3436.425049,1083.797485
5/5/2015 21:30,1007.995483,3413.680908,1083.797485
5/5/2015 21:45,993.9875488,3393.208252,1103.634033
5/5/2015 22:00,971.718811,3347.837646,1084.153809
5/5/2015 22:15,923.4995728,3292.921631,1084.153809
5/5/2015 22:30,923.4995728,3277.425537,1084.153809
5/5/2015 22:45,923.4995728,3216.664551,1084.153809
5/5/2015 23:00,910.1289063,3128.179199,991.5148926
5/5/2015 23:15,920.3913574,2957.674316,957.6271973
5/5/2015 23:30,920.3913574,2919.46875,901.0818481
5/5/2015 23:45,888.6974487,2830.150391,867.927124
5/6/2015 0:00,876.576416,2770.233154,867.927124
5/6/2015 0:15,864.1858521,2730.958008,865.2122192
5/6/2015 0:30,856.9135742,2607.515137,847.6386108
5/6/2015 0:45,853.602417,2578.021973,811.0100708
5/6/2015 1:00,853.602417,2538.797119,799.6533813
5/6/2015 1:15,862.4833984,2502.209717,736.8612061
5/6/2015 1:30,909.9074097,2432.915771,692.2509766
5/6/2015 1:45,909.9074097,2399.388916,692.2509766
5/6/2015 2:00,909.9074097,2351.920898,650.9156494
5/6/2015 2:15,905.3334961,2284.77002,611.5424805
5/6/2015 2:30,884.9002075,2251.840088,587.8054199
5/6/2015 2:45,875.2545776,2235.875732,560.098877
5/6/2015 3:00,875.2545776,2209.312988,556.6256104
5/6/2015 3:15,892.3811035,2170.884033,503.7701111
5/6/2015 3:30,892.3811035,2138.003662,503.7701111
5/6/2015 3:45,908.1691895,2063.067627,500.6837769
5/6/2015 4:00,984.3181152,2063.067627,491.9246826
5/6/2015 4:15,1040.330444,2062.171631,472.79599
5/6/2015 4:30,1063.195068,2085.346191,472.79599
5/6/2015 4:45,1082.362427,2174.605713,472.79599
5/6/2015 5:00,1143.363892,2247.166992,466.26651
5/6/2015 5:15,1178.223145,2285.566162,497.9329224
5/6/2015 5:30,1196.745239,2319.938721,518.1442871
5/6/2015 5:45,1189.968506,2333.354248,522.1405029
5/6/2015 6:00,1221.737671,2420.959473,522.1405029
5/6/2015 6:15,1221.737671,2649.677734,572.7816772
5/6/2015 6:30,1236.034424,2865.2146,581.5439453
5/6/2015 6:45,1237.317749,3103.661621,644.2766724
5/6/2015 7:00,1239.223999,3169.388428,804.5925903
5/6/2015 7:15,1225.098145,3365.45752,813.6329346
5/6/2015 7:30,1208.883545,3446.047119,890.5014648
5/6/2015 7:45,1168.653076,3464.22876,1017.048279
5/6/2015 8:00,1168.653076,3596.914795,1157.514648
5/6/2015 8:15,1160.909302,3637.039795,1213.556152
5/6/2015 8:30,1163.439453,3674.713623,1245.986694
5/6/2015 8:45,1144.537109,3759.179443,1315.155396
5/6/2015 9:00,1139.957642,3831.132813,1394.286377
5/6/2015 9:15,1122.14209,3842.243896,1506.201904
5/6/2015 9:30,1113.857422,3881.22583,1506.201904
5/6/2015 9:45,1104.223877,3850.398926,1506.201904
5/6/2015 10:00,1102.851318,3843.265869,1371.453247
5/6/2015 10:15,1073.938843,3798.540283,1351.618774
5/6/2015 10:30,1073.938843,3825.76709,1351.618774
5/6/2015 10:45,1073.938843,3825.76709,1371.453247
5/6/2015 11:00,1083.439941,3818.961182,1387.682983
5/6/2015 11:15,1088.888428,3818.961182,1387.682983
5/6/2015 11:30,1105.946167,3818.961182,1387.682983
5/6/2015 11:45,1105.946167,3715.368896,1303.781738
5/6/2015 12:00,1090.851685,3687.156982,1303.781738
5/6/2015 12:15,1090.851685,3643.085693,1303.781738
5/6/2015 12:30,1090.851685,3598.200684,1298.644287
5/6/2015 12:45,1048.22876,3570.785156,1298.644287
5/6/2015 13:00,1035.958496,3562.652344,1298.644287
5/6/2015 13:15,1040.26416,3536.441406,1220.141113
5/6/2015 13:30,1040.26416,3393.27417,1220.141113
5/6/2015 13:45,1047.578491,3352.816895,1197.07251
5/6/2015 14:00,1057.749146,3328.918945,1197.07251
5/6/2015 14:15,1057.749146,3328.918945,1157.332153
5/6/2015 14:30,1047.30481,3327.427734,1160.875977
5/6/2015 14:45,1037.463745,3308.044434,1160.875977
5/6/2015 15:00,1037.463745,3308.044434,1125.062866
5/6/2015 15:15,1037.463745,3283.633789,1128.507813
5/6/2015 15:30,1058.876099,3250.715576,1070.215088
5/6/2015 15:45,1064.081787,3223.61084,1045.585571
5/6/2015 16:00,1066.789429,3221.416992,1041.103638
5/6/2015 16:15,1086.130737,3208.47583,1041.103638
5/6/2015 16:30,1106.448608,3208.47583,1041.103638
5/6/2015 16:45,1106.448608,3180.015137,995.9641724
5/6/2015 17:00,1071.682251,3180.015137,995.9641724
5/6/2015 17:15,1076.198242,3168.509766,1045.019775
5/6/2015 17:30,1070.821655,3181.598389,1045.019775
5/6/2015 17:45,1070.821655,3202.878662,1000.474609
5/6/2015 18:00,1086.700928,3217.707764,1001.19519
5/6/2015 18:15,1091.720337,3225.000488,1001.19519
5/6/2015 18:30,1096.581787,3300.677246,1001.19519
5/6/2015 18:45,1094.44812,3294.469971,1021.284363
5/6/2015 19:00,1089.416138,3294.469971,1018.435669
5/6/2015 19:15,1084.931763,3290.010986,1055.615234
5/6/2015 19:30,1078.745605,3294.930664,1029.253296
5/6/2015 19:45,1073.864624,3259.918457,1029.253296
5/6/2015 20:00,1063.84668,3259.918457,1048.803955
5/6/2015 20:15,1058.52356,3268.760742,1049.190918
5/6/2015 20:30,1011.311218,3350.559326,1059.409424
5/6/2015 20:45,1011.311218,3352.811035,1059.735107
5/6/2015 21:00,995.6431885,3352.811035,1059.735107
5/6/2015 21:15,1002.217285,3320.04248,1060.204102
5/6/2015 21:30,979.2323608,3241.848389,1076.94043
5/6/2015 21:45,973.892334,3211.258545,1076.94043
5/6/2015 22:00,931.911377,3183.54834,1073.457153
5/6/2015 22:15,916.9796143,3164.295654,1013.062012
5/6/2015 22:30,895.9785767,3002.58667,951.7330322
5/6/2015 22:45,888.2984009,2946.500244,934.8966675
5/6/2015 23:00,873.3408813,2882.612793,910.9260254
5/6/2015 23:15,873.3408813,2772.773682,896.9348145
5/6/2015 23:30,849.6134033,2730.213623,891.1949463
5/6/2015 23:45,847.2435303,2686.189697,865.6466064
5/7/2015 0:00,851.6717529,2642.38623,816.6501465
5/7/2015 0:15,851.6717529,2492.198975,779.4006348
5/7/2015 0:30,840.7615967,2427.230225,752.6569214
5/7/2015 0:45,822.4182129,2373.365479,752.6569214
